name_profile,name_video,value
a4f771f979194a2ba33b5977fe685b3d.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,c28fc96a89c449d1942020ba6b303373.jpg,0.4124324
a4f771f979194a2ba33b5977fe685b3d.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,589f3207cbcf4b23916ff71a96c58604.jpg,0.4124324
a4f771f979194a2ba33b5977fe685b3d.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,6c5007d556d840038b1b8c2dfcf62be9.jpg,0.4124324
a4f771f979194a2ba33b5977fe685b3d.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,0584ed1acfc0466a8144f31bf13f44c2.jpg,0.4124324
a4f771f979194a2ba33b5977fe685b3d.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,00137343ed4a4e8f872f47f547511210.jpg,0.4124324
a4f771f979194a2ba33b5977fe685b3d.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,a46a6baa65d347cb953f6a26b3548abe.jpg,0.4124324
a4f771f979194a2ba33b5977fe685b3d.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,219a9d5fc4104909974a736a271c2d9c.jpg,0.4124324
a4f771f979194a2ba33b5977fe685b3d.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,77f236f875d84a3a9c9525b388113096.jpg,0.4124324
a4f771f979194a2ba33b5977fe685b3d.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,52d7100b0c244ac3864a61e841e8022f.jpg,0.4124324
a4f771f979194a2ba33b5977fe685b3d.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.820012
de0064b6958b4709ae2b7dc4d35fd715.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.79635453
1f8f97adcb174c44aea1ed04a51ae6b0.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.8097253
4f837cdb51eb44ebbf9d1656c0637ee5.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.61068267
bf1de544b81c46c8935e91bea4cfacde.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.58861315
bfefbaab8e7449bda11ea27b0e5c9266.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.62660784
132afce57ff44269952b9999c16baf71.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.6436975
05a6af312e474906bd3c852c26d9bf9c.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.66623694
0053946491b240c0a47093aa2ea8c5fe.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.49482384
16bdef3d459b41849feb700e4adbc3ff.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.53043526
26ba610d31184cca948de11d46a33ea2.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.56770766
e90614cab7254410b2eac62af15fb505.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.4887167
00fbbf42a6354b7ca1dd55565565b4f0.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.57494545
e89fb0cdef8b43e882184c4cdb8351fa.jpg,6df7986b06e947b09117e74e376f640c.jpg,0.4124324
